Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Canonical Pathways,11,M254,PID MYC REPRESS PATHWAY,,-4.5,48,12,30198,63,30,3,10,5.5,1385|4089|4800,CREB1|SMAD4|NFYA,-2.5,mRMR-SVM
Reactome Gene Sets,6,R-HSA-375165,NCAM signaling for neurite out-growth,,-4.5,48,12,30198,63,30,3,10,5.5,1284|1385|5595,COL4A2|CREB1|MAPK3,-2.5,mRMR-SVM
GO Biological Processes,19,GO:0001775,cell activation,19_GO:0009987 cellular process,-4.4,9.3,6.8,30198,647,30,6,20,7.3,1311|1499|3043|3815|4089|4436,COMP|CTNNB1|HBB|KIT|SMAD4|MSH2,-2.5,mRMR-SVM
Reactome Gene Sets,6,R-HSA-9614085,FOXO-mediated transcription,,-4.4,46,12,30198,65,30,3,10,5.5,208|4089|4800,AKT2|SMAD4|NFYA,-2.5,mRMR-SVM
WikiPathways,27,WP2374,Oncostatin M signaling pathway,,-4.4,46,11,30198,66,30,3,10,5.5,1385|5595|6464,CREB1|MAPK3|SHC1,-2.5,mRMR-SVM
KEGG Pathway,24,hsa05167,Kaposi sarcoma-associated herpesvirus infection,,-4.4,21,8.7,30198,194,30,4,13,6.2,208|1385|1499|5595,AKT2|CREB1|CTNNB1|MAPK3,-2.5,mRMR-SVM
GO Biological Processes,19,GO:0045859,regulation of protein kinase activity,19_GO:0008152 metabolic process,-4.4,9.2,6.7,30198,660,30,6,20,7.3,905|3815|4040|4616|6464|8817,CCNT2|KIT|LRP6|GADD45B|SHC1|FGF18,-2.5,mRMR-SVM
Canonical Pathways,11,M295,SIG PIP3 SIGNALING IN CARDIAC MYOCTES,,-4.4,45,11,30198,67,30,3,10,5.5,208|1385|6464,AKT2|CREB1|SHC1,-2.5,mRMR-SVM
KEGG Pathway,24,hsa05221,Acute myeloid leukemia,,-4.4,45,11,30198,67,30,3,10,5.5,208|3815|5595,AKT2|KIT|MAPK3,-2.5,mRMR-SVM
GO Biological Processes,19,GO:0035239,tube morphogenesis,19_GO:0032502 developmental process,-4.4,9.1,6.7,30198,663,30,6,20,7.3,1284|1311|1499|4089|6464|8817,COL4A2|COMP|CTNNB1|SMAD4|SHC1|FGF18,-2.5,mRMR-SVM
GO Biological Processes,19,GO:0035065,regulation of histone acetylation,19_GO:0008152 metabolic process,-4.4,44,11,30198,68,30,3,10,5.5,4089|4800|5595,SMAD4|NFYA|MAPK3,-2.5,mRMR-SVM
GO Biological Processes,19,GO:0060541,respiratory system development,19_GO:0032502 developmental process,-4.4,20,8.6,30198,198,30,4,13,6.2,1385|1499|5595|8817,CREB1|CTNNB1|MAPK3|FGF18,-2.5,mRMR-SVM
GO Biological Processes,19,GO:0048732,gland development,19_GO:0032502 developmental process,-4.4,13,7.3,30198,402,30,5,17,6.8,208|1385|1499|4089|5595,AKT2|CREB1|CTNNB1|SMAD4|MAPK3,-2.4,mRMR-SVM
WikiPathways,27,WP3303,RAC1/PAK1/p38/MMP2 pathway,,-4.4,44,11,30198,69,30,3,10,5.5,1499|4436|5595,CTNNB1|MSH2|MAPK3,-2.4,mRMR-SVM
KEGG Pathway,24,hsa05230,Central carbon metabolism in cancer,,-4.3,43,11,30198,70,30,3,10,5.5,208|3815|5595,AKT2|KIT|MAPK3,-2.4,mRMR-SVM
KEGG Pathway,24,hsa04917,Prolactin signaling pathway,,-4.3,43,11,30198,70,30,3,10,5.5,208|5595|6464,AKT2|MAPK3|SHC1,-2.4,mRMR-SVM
KEGG Pathway,24,hsa04520,Adherens junction,,-4.3,43,11,30198,71,30,3,10,5.5,1499|4089|5595,CTNNB1|SMAD4|MAPK3,-2.4,mRMR-SVM
WikiPathways,27,WP4255,Non-small cell lung cancer,,-4.3,42,11,30198,72,30,3,10,5.5,208|4616|5595,AKT2|GADD45B|MAPK3,-2.4,mRMR-SVM
KEGG Pathway,24,hsa05223,Non-small cell lung cancer,,-4.3,42,11,30198,72,30,3,10,5.5,208|4616|5595,AKT2|GADD45B|MAPK3,-2.4,mRMR-SVM
KEGG Pathway,24,hsa01524,Platinum drug resistance,,-4.3,41,11,30198,73,30,3,10,5.5,208|4436|5595,AKT2|MSH2|MAPK3,-2.4,mRMR-SVM
Reactome Gene Sets,6,R-HSA-5654738,Signaling by FGFR2,,-4.3,41,11,30198,73,30,3,10,5.5,5595|6464|8817,MAPK3|SHC1|FGF18,-2.4,mRMR-SVM
GO Biological Processes,19,GO:0007492,endoderm development,19_GO:0032502 developmental process,-4.3,41,11,30198,74,30,3,10,5.5,1284|1499|4089,COL4A2|CTNNB1|SMAD4,-2.4,mRMR-SVM
GO Biological Processes,19,GO:0048514,blood vessel morphogenesis,19_GO:0032502 developmental process,-4.3,12,7.1,30198,421,30,5,17,6.8,1284|1311|1499|6464|8817,COL4A2|COMP|CTNNB1|SHC1|FGF18,-2.4,mRMR-SVM
KEGG Pathway,24,hsa05207,Chemical carcinogenesis - receptor activation,,-4.3,19,8.3,30198,212,30,4,13,6.2,208|1385|5595|8817,AKT2|CREB1|MAPK3|FGF18,-2.4,mRMR-SVM
GO Biological Processes,19,GO:2000756,regulation of peptidyl-lysine acetylation,19_GO:0008152 metabolic process,-4.2,39,11,30198,77,30,3,10,5.5,4089|4800|5595,SMAD4|NFYA|MAPK3,-2.3,mRMR-SVM
GO Biological Processes,19,GO:0001837,epithelial to mesenchymal transition,19_GO:0032502 developmental process,-4.2,39,11,30198,78,30,3,10,5.5,1499|4040|4089,CTNNB1|LRP6|SMAD4,-2.3,mRMR-SVM
KEGG Pathway,24,hsa01521,EGFR tyrosine kinase inhibitor resistance,,-4.2,38,10,30198,79,30,3,10,5.5,208|5595|6464,AKT2|MAPK3|SHC1,-2.3,mRMR-SVM
KEGG Pathway,24,hsa05166,Human T-cell leukemia virus 1 infection,,-4.2,18,8.1,30198,222,30,4,13,6.2,208|1385|4089|5595,AKT2|CREB1|SMAD4|MAPK3,-2.3,mRMR-SVM
GO Biological Processes,19,GO:0080135,regulation of cellular response to stress,19_GO:0050896 response to stimulus,-4.2,8.4,6.3,30198,723,30,6,20,7.3,1499|3489|4616|5595|6599|9774,CTNNB1|IGFBP6|GADD45B|MAPK3|SMARCC1|BCLAF1,-2.3,mRMR-SVM
Reactome Gene Sets,6,R-HSA-8939211,ESR-mediated signaling,,-4.2,18,8.1,30198,223,30,4,13,6.2,208|1385|5595|6464,AKT2|CREB1|MAPK3|SHC1,-2.3,mRMR-SVM
GO Biological Processes,19,GO:1901652,response to peptide,19_GO:0050896 response to stimulus,-4.2,11,6.9,30198,441,30,5,17,6.8,208|1385|4040|6464|6599,AKT2|CREB1|LRP6|SHC1|SMARCC1,-2.3,mRMR-SVM
KEGG Pathway,24,hsa05163,Human cytomegalovirus infection,,-4.2,18,8,30198,225,30,4,13,6.2,208|1385|1499|5595,AKT2|CREB1|CTNNB1|MAPK3,-2.3,mRMR-SVM
Canonical Pathways,11,M115,PID REG GR PATHWAY,,-4.1,37,10,30198,82,30,3,10,5.5,1385|5595|6599,CREB1|MAPK3|SMARCC1,-2.3,mRMR-SVM
GO Biological Processes,19,GO:0030509,BMP signaling pathway,19_GO:0023052 signaling,-4.1,37,10,30198,82,30,3,10,5.5,1311|4089|5595,COMP|SMAD4|MAPK3,-2.3,mRMR-SVM
GO Biological Processes,19,GO:0001934,positive regulation of protein phosphorylation,19_GO:0048518 positive regulation of biological process,-4.1,8.2,6.2,30198,741,30,6,20,7.3,208|905|3815|4089|5595|8817,AKT2|CCNT2|KIT|SMAD4|MAPK3|FGF18,-2.3,mRMR-SVM
GO Biological Processes,19,GO:0060485,mesenchyme development,19_GO:0032502 developmental process,-4.1,17,7.9,30198,231,30,4,13,6.2,1499|4040|4089|5595,CTNNB1|LRP6|SMAD4|MAPK3,-2.3,mRMR-SVM
WikiPathways,27,WP4806,EGFR tyrosine kinase inhibitor resistance,,-4.1,36,10,30198,84,30,3,10,5.5,208|5595|6464,AKT2|MAPK3|SHC1,-2.3,mRMR-SVM
KEGG Pathway,24,hsa04012,ErbB signaling pathway,,-4.1,36,10,30198,85,30,3,10,5.5,208|5595|6464,AKT2|MAPK3|SHC1,-2.2,mRMR-SVM
GO Biological Processes,19,GO:0009725,response to hormone,19_GO:0050896 response to stimulus,-4.1,8,6.2,30198,753,30,6,20,7.3,208|1385|3815|4040|6464|6599,AKT2|CREB1|KIT|LRP6|SHC1|SMARCC1,-2.2,mRMR-SVM
Reactome Gene Sets,6,R-HSA-190236,Signaling by FGFR,,-4.1,35,9.9,30198,87,30,3,10,5.5,5595|6464|8817,MAPK3|SHC1|FGF18,-2.2,mRMR-SVM
Reactome Gene Sets,6,R-HSA-170834,Signaling by TGF-beta Receptor Complex,,-4,34,9.8,30198,89,30,3,10,5.5,905|4089|5595,CCNT2|SMAD4|MAPK3,-2.2,mRMR-SVM
WikiPathways,27,WP2840,Hair follicle development: cytodifferentiation - part 3 of 3,,-4,34,9.8,30198,89,30,3,10,5.5,1499|1523|4089,CTNNB1|CUX1|SMAD4,-2.2,mRMR-SVM
GO Biological Processes,19,GO:0043549,regulation of kinase activity,19_GO:0008152 metabolic process,-4,7.8,6,30198,778,30,6,20,7.3,905|3815|4040|4616|6464|8817,CCNT2|KIT|LRP6|GADD45B|SHC1|FGF18,-2.2,mRMR-SVM
WikiPathways,27,WP138,Androgen receptor signaling pathway,,-4,33,9.7,30198,91,30,3,10,5.5,1385|1499|4089,CREB1|CTNNB1|SMAD4,-2.2,mRMR-SVM
GO Biological Processes,19,GO:1901983,regulation of protein acetylation,19_GO:0008152 metabolic process,-4,33,9.7,30198,91,30,3,10,5.5,4089|4800|5595,SMAD4|NFYA|MAPK3,-2.2,mRMR-SVM
WikiPathways,27,WP673,ErbB signaling pathway,,-4,33,9.7,30198,91,30,3,10,5.5,208|5595|6464,AKT2|MAPK3|SHC1,-2.2,mRMR-SVM
KEGG Pathway,24,hsa05222,Small cell lung cancer,,-4,33,9.6,30198,92,30,3,10,5.5,208|1284|4616,AKT2|COL4A2|GADD45B,-2.2,mRMR-SVM
WikiPathways,27,WP2355,Corticotropin-releasing hormone signaling pathway,,-4,32,9.6,30198,93,30,3,10,5.5,1385|1499|5595,CREB1|CTNNB1|MAPK3,-2.2,mRMR-SVM
GO Biological Processes,19,GO:0014033,neural crest cell differentiation,19_GO:0032502 developmental process,-4,32,9.6,30198,93,30,3,10,5.5,4040|4089|5595,LRP6|SMAD4|MAPK3,-2.2,mRMR-SVM
GO Biological Processes,19,GO:0008283,cell population proliferation,19_GO:0009987 cellular process,-3.9,10,6.5,30198,492,30,5,17,6.8,1311|1499|3815|4040|4089,COMP|CTNNB1|KIT|LRP6|SMAD4,-2.2,mRMR-SVM
GO Biological Processes,19,GO:0097306,cellular response to alcohol,19_GO:0050896 response to stimulus,-3.9,32,9.5,30198,95,30,3,10,5.5,1385|1499|4040,CREB1|CTNNB1|LRP6,-2.2,mRMR-SVM
GO Biological Processes,19,GO:0071773,cellular response to BMP stimulus,19_GO:0050896 response to stimulus,-3.9,31,9.4,30198,97,30,3,10,5.5,1311|4089|5595,COMP|SMAD4|MAPK3,-2.1,mRMR-SVM
GO Biological Processes,19,GO:0071772,response to BMP,19_GO:0050896 response to stimulus,-3.9,31,9.4,30198,97,30,3,10,5.5,1311|4089|5595,COMP|SMAD4|MAPK3,-2.1,mRMR-SVM
WikiPathways,27,WP23,B cell receptor signaling pathway,,-3.9,31,9.3,30198,98,30,3,10,5.5,1385|5966|6464,CREB1|REL|SHC1,-2.1,mRMR-SVM
KEGG Pathway,24,hsa01522,Endocrine resistance,,-3.9,31,9.3,30198,98,30,3,10,5.5,208|5595|6464,AKT2|MAPK3|SHC1,-2.1,mRMR-SVM
WikiPathways,27,WP4658,Small cell lung cancer,,-3.9,31,9.3,30198,98,30,3,10,5.5,208|1284|4616,AKT2|COL4A2|GADD45B,-2.1,mRMR-SVM
GO Biological Processes,19,GO:0001501,skeletal system development,19_GO:0032502 developmental process,-3.9,10,6.4,30198,505,30,5,17,6.8,1311|1499|3815|5595|8817,COMP|CTNNB1|KIT|MAPK3|FGF18,-2.1,mRMR-SVM
GO Biological Processes,19,GO:0001568,blood vessel development,19_GO:0032502 developmental process,-3.9,10,6.4,30198,505,30,5,17,6.8,1284|1311|1499|6464|8817,COL4A2|COMP|CTNNB1|SHC1|FGF18,-2.1,mRMR-SVM
WikiPathways,27,WP5124,Alzheimer's disease,,-3.9,15,7.3,30198,267,30,4,13,6.2,208|1499|4040|5595,AKT2|CTNNB1|LRP6|MAPK3,-2.1,mRMR-SVM
GO Biological Processes,19,GO:0001503,ossification,19_GO:0032501 multicellular organismal process,-3.8,15,7.2,30198,273,30,4,13,6.2,1311|1499|4089|8817,COMP|CTNNB1|SMAD4|FGF18,-2.1,mRMR-SVM
GO Biological Processes,19,GO:0007548,sex differentiation,19_GO:0022414 reproductive process,-3.8,15,7.2,30198,276,30,4,13,6.2,1499|3815|4089|4436,CTNNB1|KIT|SMAD4|MSH2,-2.1,mRMR-SVM
GO Biological Processes,19,GO:0001944,vasculature development,19_GO:0032502 developmental process,-3.8,9.6,6.3,30198,526,30,5,17,6.8,1284|1311|1499|6464|8817,COL4A2|COMP|CTNNB1|SHC1|FGF18,-2.1,mRMR-SVM
KEGG Pathway,24,hsa04928,"Parathyroid hormone synthesis, secretion and action",,-3.8,28,8.9,30198,106,30,3,10,5.5,1385|4040|5595,CREB1|LRP6|MAPK3,-2.1,mRMR-SVM
Reactome Gene Sets,6,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",,-3.8,28,8.9,30198,106,30,3,10,5.5,3815|5595|8817,KIT|MAPK3|FGF18,-2.1,mRMR-SVM
WikiPathways,27,WP399,Wnt signaling pathway and pluripotency,,-3.8,28,8.9,30198,107,30,3,10,5.5,1499|4040|4800,CTNNB1|LRP6|NFYA,-2,mRMR-SVM
Reactome Gene Sets,6,R-HSA-5673001,RAF/MAP kinase cascade,,-3.8,14,7.1,30198,280,30,4,13,6.2,3815|5595|6464|8817,KIT|MAPK3|SHC1|FGF18,-2,mRMR-SVM
GO Biological Processes,19,GO:0031058,positive regulation of histone modification,19_GO:0048518 positive regulation of biological process,-3.8,27,8.8,30198,110,30,3,10,5.5,1499|4089|5595,CTNNB1|SMAD4|MAPK3,-2,mRMR-SVM
Reactome Gene Sets,6,R-HSA-5684996,MAPK1/MAPK3 signaling,,-3.8,14,7,30198,286,30,4,13,6.2,3815|5595|6464|8817,KIT|MAPK3|SHC1|FGF18,-2,mRMR-SVM
KEGG Pathway,24,hsa04668,TNF signaling pathway,,-3.7,27,8.7,30198,112,30,3,10,5.5,208|1385|5595,AKT2|CREB1|MAPK3,-2,mRMR-SVM
KEGG Pathway,24,hsa04725,Cholinergic synapse,,-3.7,27,8.6,30198,113,30,3,10,5.5,208|1385|5595,AKT2|CREB1|MAPK3,-2,mRMR-SVM
Reactome Gene Sets,6,R-HSA-187037,Signaling by NTRK1 (TRKA),,-3.7,26,8.6,30198,115,30,3,10,5.5,1385|5595|6464,CREB1|MAPK3|SHC1,-2,mRMR-SVM
GO Biological Processes,19,GO:0051054,positive regulation of DNA metabolic process,19_GO:0048518 positive regulation of biological process,-3.7,14,6.8,30198,298,30,4,13,6.2,1499|4436|5595|6599,CTNNB1|MSH2|MAPK3|SMARCC1,-2,mRMR-SVM
Reactome Gene Sets,6,R-HSA-9006931,Signaling by Nuclear Receptors,,-3.7,13,6.8,30198,299,30,4,13,6.2,208|1385|5595|6464,AKT2|CREB1|MAPK3|SHC1,-2,mRMR-SVM
Reactome Gene Sets,6,R-HSA-9006936,Signaling by TGFB family members,,-3.7,26,8.4,30198,118,30,3,10,5.5,905|4089|5595,CCNT2|SMAD4|MAPK3,-1.9,mRMR-SVM
KEGG Pathway,24,hsa04722,Neurotrophin signaling pathway,,-3.6,25,8.4,30198,119,30,3,10,5.5,208|5595|6464,AKT2|MAPK3|SHC1,-1.9,mRMR-SVM
KEGG Pathway,24,hsa04919,Thyroid hormone signaling pathway,,-3.6,25,8.3,30198,121,30,3,10,5.5,208|1499|5595,AKT2|CTNNB1|MAPK3,-1.9,mRMR-SVM
Reactome Gene Sets,6,R-HSA-8878166,Transcriptional regulation by RUNX2,,-3.6,25,8.3,30198,121,30,3,10,5.5,208|4089|5595,AKT2|SMAD4|MAPK3,-1.9,mRMR-SVM
GO Biological Processes,19,GO:0051347,positive regulation of transferase activity,19_GO:0065007 biological regulation,-3.6,8.8,5.9,30198,575,30,5,17,6.8,905|1499|3815|5595|8817,CCNT2|CTNNB1|KIT|MAPK3|FGF18,-1.9,mRMR-SVM
GO Biological Processes,19,GO:0071417,cellular response to organonitrogen compound,19_GO:0050896 response to stimulus,-3.6,8.7,5.9,30198,580,30,5,17,6.8,208|1499|5595|6464|6599,AKT2|CTNNB1|MAPK3|SHC1|SMARCC1,-1.9,mRMR-SVM
GO Biological Processes,19,GO:0070372,regulation of ERK1 and ERK2 cascade,19_GO:0023052 signaling,-3.6,13,6.7,30198,312,30,4,13,6.2,4089|5595|6464|8817,SMAD4|MAPK3|SHC1|FGF18,-1.9,mRMR-SVM
GO Biological Processes,19,GO:0035270,endocrine system development,19_GO:0032502 developmental process,-3.6,24,8.2,30198,124,30,3,10,5.5,1385|4089|5595,CREB1|SMAD4|MAPK3,-1.9,mRMR-SVM
KEGG Pathway,24,hsa04380,Osteoclast differentiation,,-3.6,24,8.1,30198,128,30,3,10,5.5,208|1385|5595,AKT2|CREB1|MAPK3,-1.9,mRMR-SVM
GO Biological Processes,19,GO:0001525,angiogenesis,19_GO:0032502 developmental process,-3.5,12,6.5,30198,323,30,4,13,6.2,1284|1499|6464|8817,COL4A2|CTNNB1|SHC1|FGF18,-1.9,mRMR-SVM
Reactome Gene Sets,6,R-HSA-5683057,MAPK family signaling cascades,,-3.5,12,6.5,30198,325,30,4,13,6.2,3815|5595|6464|8817,KIT|MAPK3|SHC1|FGF18,-1.9,mRMR-SVM
WikiPathways,27,WP236,Adipogenesis,,-3.5,23,8,30198,131,30,3,10,5.5,1385|1499|4616,CREB1|CTNNB1|GADD45B,-1.8,mRMR-SVM
GO Biological Processes,19,GO:0010942,positive regulation of cell death,19_GO:0048518 positive regulation of biological process,-3.5,8.3,5.7,30198,605,30,5,17,6.8,1499|3043|4089|4616|9774,CTNNB1|HBB|SMAD4|GADD45B|BCLAF1,-1.8,mRMR-SVM
WikiPathways,27,WP3915,Angiopoietin-like protein 8 regulatory pathway,,-3.5,23,7.9,30198,132,30,3,10,5.5,208|5595|6464,AKT2|MAPK3|SHC1,-1.8,mRMR-SVM
Reactome Gene Sets,6,R-HSA-166520,Signaling by NTRKs,,-3.5,23,7.9,30198,134,30,3,10,5.5,1385|5595|6464,CREB1|MAPK3|SHC1,-1.8,mRMR-SVM
GO Biological Processes,19,GO:0008584,male gonad development,19_GO:0022414 reproductive process,-3.5,22,7.8,30198,136,30,3,10,5.5,3815|4089|4436,KIT|SMAD4|MSH2,-1.8,mRMR-SVM
KEGG Pathway,24,hsa04210,Apoptosis,,-3.5,22,7.8,30198,136,30,3,10,5.5,208|4616|5595,AKT2|GADD45B|MAPK3,-1.8,mRMR-SVM
WikiPathways,27,WP2059,Alzheimer's disease and miRNA effects,,-3.5,12,6.4,30198,337,30,4,13,6.2,208|1499|4040|5595,AKT2|CTNNB1|LRP6|MAPK3,-1.8,mRMR-SVM
GO Biological Processes,19,GO:0046546,development of primary male sexual characteristics,19_GO:0022414 reproductive process,-3.5,22,7.8,30198,137,30,3,10,5.5,3815|4089|4436,KIT|SMAD4|MSH2,-1.8,mRMR-SVM
KEGG Pathway,24,hsa04910,Insulin signaling pathway,,-3.5,22,7.8,30198,137,30,3,10,5.5,208|5595|6464,AKT2|MAPK3|SHC1,-1.8,mRMR-SVM
KEGG Pathway,24,hsa04371,Apelin signaling pathway,,-3.5,22,7.7,30198,139,30,3,10,5.5,208|4089|5595,AKT2|SMAD4|MAPK3,-1.8,mRMR-SVM
GO Biological Processes,19,GO:1901699,cellular response to nitrogen compound,19_GO:0050896 response to stimulus,-3.4,7.9,5.5,30198,640,30,5,17,6.8,208|1499|5595|6464|6599,AKT2|CTNNB1|MAPK3|SHC1|SMARCC1,-1.8,mRMR-SVM
WikiPathways,27,WP5083,Neuroinflammation and glutamatergic signaling,,-3.4,21,7.6,30198,144,30,3,10,5.5,1385|4089|5595,CREB1|SMAD4|MAPK3,-1.8,mRMR-SVM
GO Biological Processes,19,GO:0032869,cellular response to insulin stimulus,19_GO:0050896 response to stimulus,-3.4,20,7.4,30198,149,30,3,10,5.5,208|6464|6599,AKT2|SHC1|SMARCC1,-1.7,mRMR-SVM
KEGG Pathway,24,hsa04261,Adrenergic signaling in cardiomyocytes,,-3.4,20,7.4,30198,150,30,3,10,5.5,208|1385|5595,AKT2|CREB1|MAPK3,-1.7,mRMR-SVM
KEGG Pathway,24,hsa04934,Cushing syndrome,,-3.3,19,7.3,30198,155,30,3,10,5.5,1385|1499|5595,CREB1|CTNNB1|MAPK3,-1.7,mRMR-SVM
KEGG Pathway,24,hsa04150,mTOR signaling pathway,,-3.3,19,7.2,30198,156,30,3,10,5.5,208|4040|5595,AKT2|LRP6|MAPK3,-1.7,mRMR-SVM
GO Biological Processes,19,GO:0045834,positive regulation of lipid metabolic process,19_GO:0048518 positive regulation of biological process,-3.3,19,7.2,30198,156,30,3,10,5.5,208|1385|3815,AKT2|CREB1|KIT,-1.7,mRMR-SVM
GO Biological Processes,19,GO:0051216,cartilage development,19_GO:0032502 developmental process,-3.3,19,7.2,30198,157,30,3,10,5.5,1311|5595|8817,COMP|MAPK3|FGF18,-1.7,mRMR-SVM
KEGG Pathway,24,hsa05160,Hepatitis C,,-3.3,19,7.2,30198,157,30,3,10,5.5,208|1499|5595,AKT2|CTNNB1|MAPK3,-1.7,mRMR-SVM
KEGG Pathway,24,hsa05010,Alzheimer disease,,-3.3,10,5.9,30198,384,30,4,13,6.2,208|1499|4040|5595,AKT2|CTNNB1|LRP6|MAPK3,-1.6,mRMR-SVM
WikiPathways,27,WP481,Insulin signaling,,-3.3,19,7.1,30198,161,30,3,10,5.5,208|5595|6464,AKT2|MAPK3|SHC1,-1.6,mRMR-SVM
GO Biological Processes,19,GO:0007369,gastrulation,19_GO:0032502 developmental process,-3.3,19,7.1,30198,161,30,3,10,5.5,1284|1499|4089,COL4A2|CTNNB1|SMAD4,-1.6,mRMR-SVM
WikiPathways,27,WP706,Sudden infant death syndrome (SIDS) susceptibility pathways,,-3.3,19,7.1,30198,162,30,3,10,5.5,1385|1499|4800,CREB1|CTNNB1|NFYA,-1.6,mRMR-SVM
GO Biological Processes,19,GO:0071900,regulation of protein serine/threonine kinase activity,19_GO:0008152 metabolic process,-3.2,10,5.9,30198,388,30,4,13,6.2,905|3815|4040|8817,CCNT2|KIT|LRP6|FGF18,-1.6,mRMR-SVM
WikiPathways,27,WP3929,Chemokine signaling pathway,,-3.2,18,7,30198,165,30,3,10,5.5,208|5595|6464,AKT2|MAPK3|SHC1,-1.6,mRMR-SVM
GO Biological Processes,19,GO:0007568,aging,19_GO:0032502 developmental process,-3.2,18,7,30198,165,30,3,10,5.5,1284|1311|4089,COL4A2|COMP|SMAD4,-1.6,mRMR-SVM
KEGG Pathway,24,hsa04022,cGMP-PKG signaling pathway,,-3.2,18,7,30198,167,30,3,10,5.5,208|1385|5595,AKT2|CREB1|MAPK3,-1.6,mRMR-SVM
KEGG Pathway,24,hsa04310,Wnt signaling pathway,,-3.2,18,7,30198,167,30,3,10,5.5,1499|4040|4089,CTNNB1|LRP6|SMAD4,-1.6,mRMR-SVM
GO Biological Processes,19,GO:0010001,glial cell differentiation,19_GO:0032502 developmental process,-3.2,18,7,30198,167,30,3,10,5.5,208|1499|5595,AKT2|CTNNB1|MAPK3,-1.6,mRMR-SVM
GO Biological Processes,19,GO:0071345,cellular response to cytokine stimulus,19_GO:0050896 response to stimulus,-3.2,7.1,5.2,30198,710,30,5,17,6.8,1385|3815|4089|5595|9774,CREB1|KIT|SMAD4|MAPK3|BCLAF1,-1.6,mRMR-SVM
GO Biological Processes,19,GO:0060173,limb development,19_GO:0032502 developmental process,-3.1,17,6.8,30198,177,30,3,10,5.5,1311|1499|4089,COMP|CTNNB1|SMAD4,-1.5,mRMR-SVM
GO Biological Processes,19,GO:0048736,appendage development,19_GO:0032502 developmental process,-3.1,17,6.8,30198,177,30,3,10,5.5,1311|1499|4089,COMP|CTNNB1|SMAD4,-1.5,mRMR-SVM
Reactome Gene Sets,6,R-HSA-109581,Apoptosis,,-3.1,17,6.7,30198,180,30,3,10,5.5,208|1499|5595,AKT2|CTNNB1|MAPK3,-1.5,mRMR-SVM
GO Biological Processes,19,GO:0048608,reproductive structure development,19_GO:0022414 reproductive process,-3.1,9.5,5.6,30198,423,30,4,13,6.2,1499|3815|4089|4436,CTNNB1|KIT|SMAD4|MSH2,-1.5,mRMR-SVM
GO Biological Processes,19,GO:0061458,reproductive system development,19_GO:0032502 developmental process,-3.1,9.5,5.5,30198,426,30,4,13,6.2,1499|3815|4089|4436,CTNNB1|KIT|SMAD4|MSH2,-1.5,mRMR-SVM
KEGG Pathway,24,hsa05034,Alcoholism,,-3.1,16,6.6,30198,187,30,3,10,5.5,1385|5595|6464,CREB1|MAPK3|SHC1,-1.5,mRMR-SVM
GO Biological Processes,19,GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway,19_GO:0023052 signaling,-3.1,16,6.5,30198,189,30,3,10,5.5,1311|4089|5595,COMP|SMAD4|MAPK3,-1.5,mRMR-SVM
WikiPathways,27,WP3888,VEGFA-VEGFR2 signaling pathway,,-3,9.2,5.4,30198,439,30,4,13,6.2,1385|1499|5595|6464,CREB1|CTNNB1|MAPK3|SHC1,-1.5,mRMR-SVM
KEGG Pathway,24,hsa04062,Chemokine signaling pathway,,-3,16,6.5,30198,192,30,3,10,5.5,208|5595|6464,AKT2|MAPK3|SHC1,-1.5,mRMR-SVM
KEGG Pathway,24,hsa05202,Transcriptional misregulation in cancer,,-3,16,6.4,30198,193,30,3,10,5.5,905|4616|5966,CCNT2|GADD45B|REL,-1.5,mRMR-SVM
Reactome Gene Sets,6,R-HSA-9711123,Cellular response to chemical stress,,-3,16,6.4,30198,194,30,3,10,5.5,208|571|3043,AKT2|BACH1|HBB,-1.5,mRMR-SVM
GO Biological Processes,19,GO:0032872,regulation of stress-activated MAPK cascade,19_GO:0023052 signaling,-3,15,6.3,30198,198,30,3,10,5.5,3489|4616|5595,IGFBP6|GADD45B|MAPK3,-1.4,mRMR-SVM
GO Biological Processes,19,GO:0051090,regulation of DNA-binding transcription factor activity,19_GO:0008152 metabolic process,-3,8.9,5.3,30198,452,30,4,13,6.2,1499|3815|4040|5595,CTNNB1|KIT|LRP6|MAPK3,-1.4,mRMR-SVM
GO Biological Processes,19,GO:0070302,regulation of stress-activated protein kinase signaling cascade,19_GO:0023052 signaling,-3,15,6.3,30198,201,30,3,10,5.5,3489|4616|5595,IGFBP6|GADD45B|MAPK3,-1.4,mRMR-SVM
GO Biological Processes,19,GO:0009612,response to mechanical stimulus,19_GO:0050896 response to stimulus,-3,15,6.3,30198,203,30,3,10,5.5,1499|3815|5595,CTNNB1|KIT|MAPK3,-1.4,mRMR-SVM
KEGG Pathway,24,hsa05203,Viral carcinogenesis,,-3,15,6.2,30198,204,30,3,10,5.5,1385|5595|5966,CREB1|MAPK3|REL,-1.4,mRMR-SVM
